ESTADO,REGIÃO,GÊNERO,GRUPO ETÁRIO,ANO,2010
PARÁ,NORTE,MULHERES,70-74,2037,145362
PARÁ,NORTE,MULHERES,75-79,2037,104122
PARÁ,NORTE,MULHERES,80-84,2037,67776
PARÁ,NORTE,MULHERES,85-89,2037,36647
PARÁ,NORTE,MULHERES,90+,2037,23565
AMAPÁ,NORTE,HOMENS,0-4,2037,39546
AMAPÁ,NORTE,HOMENS,5-9,2037,40203
AMAPÁ,NORTE,HOMENS,10-14,2037,40841
AMAPÁ,NORTE,HOMENS,15-19,2037,41671
AMAPÁ,NORTE,HOMENS,20-24,2037,43345
AMAPÁ,NORTE,HOMENS,25-29,2037,43637
AMAPÁ,NORTE,HOMENS,30-34,2037,44283
AMAPÁ,NORTE,HOMENS,35-39,2037,45355
AMAPÁ,NORTE,HOMENS,40-44,2037,41914
AMAPÁ,NORTE,HOMENS,45-49,2037,38212
AMAPÁ,NORTE,HOMENS,50-54,2037,33864
AMAPÁ,NORTE,HOMENS,55-59,2037,28564
AMAPÁ,NORTE,HOMENS,60-64,2037,23068
AMAPÁ,NORTE,HOMENS,65-69,2037,17706
AMAPÁ,NORTE,HOMENS,70-74,2037,12396
AMAPÁ,NORTE,HOMENS,75-79,2037,8079
AMAPÁ,NORTE,HOMENS,80-84,2037,4658
AMAPÁ,NORTE,HOMENS,85-89,2037,2138
AMAPÁ,NORTE,HOMENS,90+,2037,1328
AMAPÁ,NORTE,MULHERES,0-4,2037,37709
AMAPÁ,NORTE,MULHERES,5-9,2037,38362
AMAPÁ,NORTE,MULHERES,10-14,2037,3922
AMAPÁ,NORTE,MULHERES,15-19,2037,40532
AMAPÁ,NORTE,MULHERES,20-24,2037,42406
AMAPÁ,NORTE,MULHERES,25-29,2037,42895
AMAPÁ,NORTE,MULHERES,30-34,2037,43757
AMAPÁ,NORTE,MULHERES,35-39,2037,45514
AMAPÁ,NORTE,MULHERES,40-44,2037,42762
AMAPÁ,NORTE,MULHERES,45-49,2037,38825
AMAPÁ,NORTE,MULHERES,50-54,2037,35317
AMAPÁ,NORTE,MULHERES,55-59,2037,30178
AMAPÁ,NORTE,MULHERES,60-64,2037,24253
AMAPÁ,NORTE,MULHERES,65-69,2037,18197
AMAPÁ,NORTE,MULHERES,70-74,2037,12744
AMAPÁ,NORTE,MULHERES,75-79,2037,875
AMAPÁ,NORTE,MULHERES,80-84,2037,549
AMAPÁ,NORTE,MULHERES,85-89,2037,2779
AMAPÁ,NORTE,MULHERES,90+,2037,2184
TOCANTINS,NORTE,HOMENS,0-4,2037,58927
TOCANTINS,NORTE,HOMENS,5-9,2037,6113
TOCANTINS,NORTE,HOMENS,10-14,2037,63505
TOCANTINS,NORTE,HOMENS,15-19,2037,64785
TOCANTINS,NORTE,HOMENS,20-24,2037,62348
TOCANTINS,NORTE,HOMENS,25-29,2037,63375
TOCANTINS,NORTE,HOMENS,30-34,2037,6703
TOCANTINS,NORTE,HOMENS,35-39,2037,6929
TOCANTINS,NORTE,HOMENS,40-44,2037,69332
TOCANTINS,NORTE,HOMENS,45-49,2037,6454
TOCANTINS,NORTE,HOMENS,50-54,2037,6033
TOCANTINS,NORTE,HOMENS,55-59,2037,54468
TOCANTINS,NORTE,HOMENS,60-64,2037,4499
TOCANTINS,NORTE,HOMENS,65-69,2037,36054
TOCANTINS,NORTE,HOMENS,70-74,2037,27619
TOCANTINS,NORTE,HOMENS,75-79,2037,19041
TOCANTINS,NORTE,HOMENS,80-84,2037,11936
TOCANTINS,NORTE,HOMENS,85-89,2037,6294
TOCANTINS,NORTE,HOMENS,90+,2037,3456
TOCANTINS,NORTE,MULHERES,0-4,2037,5627
TOCANTINS,NORTE,MULHERES,5-9,2037,58452
TOCANTINS,NORTE,MULHERES,10-14,2037,60951
TOCANTINS,NORTE,MULHERES,15-19,2037,62517
TOCANTINS,NORTE,MULHERES,20-24,2037,60631
TOCANTINS,NORTE,MULHERES,25-29,2037,62257
TOCANTINS,NORTE,MULHERES,30-34,2037,6637
TOCANTINS,NORTE,MULHERES,35-39,2037,69203
TOCANTINS,NORTE,MULHERES,40-44,2037,69488
TOCANTINS,NORTE,MULHERES,45-49,2037,65994
TOCANTINS,NORTE,MULHERES,50-54,2037,62782
TOCANTINS,NORTE,MULHERES,55-59,2037,57932
TOCANTINS,NORTE,MULHERES,60-64,2037,47203
TOCANTINS,NORTE,MULHERES,65-69,2037,3848
TOCANTINS,NORTE,MULHERES,70-74,2037,30737
TOCANTINS,NORTE,MULHERES,75-79,2037,2207
TOCANTINS,NORTE,MULHERES,80-84,2037,14662
TOCANTINS,NORTE,MULHERES,85-89,2037,8165
TOCANTINS,NORTE,MULHERES,90+,2037,4927
MARANHÃO,NORDESTE,HOMENS,0-4,2037,255279
MARANHÃO,NORDESTE,HOMENS,5-9,2037,267694
MARANHÃO,NORDESTE,HOMENS,10-14,2037,279527
MARANHÃO,NORDESTE,HOMENS,15-19,2037,284082
MARANHÃO,NORDESTE,HOMENS,20-24,2037,266582
MARANHÃO,NORDESTE,HOMENS,25-29,2037,269281
MARANHÃO,NORDESTE,HOMENS,30-34,2037,290002
MARANHÃO,NORDESTE,HOMENS,35-39,2037,278964
MARANHÃO,NORDESTE,HOMENS,40-44,2037,270596
MARANHÃO,NORDESTE,HOMENS,45-49,2037,252913
MARANHÃO,NORDESTE,HOMENS,50-54,2037,243376
MARANHÃO,NORDESTE,HOMENS,55-59,2037,210171
MARANHÃO,NORDESTE,HOMENS,60-64,2037,16278
MARANHÃO,NORDESTE,HOMENS,65-69,2037,126581
MARANHÃO,NORDESTE,HOMENS,70-74,2037,95546
MARANHÃO,NORDESTE,HOMENS,75-79,2037,64899
MARANHÃO,NORDESTE,HOMENS,80-84,2037,39625
MARANHÃO,NORDESTE,HOMENS,85-89,2037,21127
MARANHÃO,NORDESTE,HOMENS,90+,2037,13547
MARANHÃO,NORDESTE,MULHERES,0-4,2037,243648
MARANHÃO,NORDESTE,MULHERES,5-9,2037,255305
MARANHÃO,NORDESTE,MULHERES,10-14,2037,265779
MARANHÃO,NORDESTE,MULHERES,15-19,2037,269476
MARANHÃO,NORDESTE,MULHERES,20-24,2037,255404
MARANHÃO,NORDESTE,MULHERES,25-29,2037,264531
MARANHÃO,NORDESTE,MULHERES,30-34,2037,292718
MARANHÃO,NORDESTE,MULHERES,35-39,2037,290283
MARANHÃO,NORDESTE,MULHERES,40-44,2037,290911
MARANHÃO,NORDESTE,MULHERES,45-49,2037,282733
MARANHÃO,NORDESTE,MULHERES,50-54,2037,275098
MARANHÃO,NORDESTE,MULHERES,55-59,2037,239168
MARANHÃO,NORDESTE,MULHERES,60-64,2037,187216
MARANHÃO,NORDESTE,MULHERES,65-69,2037,149934
MARANHÃO,NORDESTE,MULHERES,70-74,2037,120606
MARANHÃO,NORDESTE,MULHERES,75-79,2037,8914
MARANHÃO,NORDESTE,MULHERES,80-84,2037,61362
MARANHÃO,NORDESTE,MULHERES,85-89,2037,36658
MARANHÃO,NORDESTE,MULHERES,90+,2037,29695
PIAUI,NORDESTE,HOMENS,0-4,2037,98155
PIAUI,NORDESTE,HOMENS,5-9,2037,104106
PIAUI,NORDESTE,HOMENS,10-14,2037,111065
PIAUI,NORDESTE,HOMENS,15-19,2037,115264
PIAUI,NORDESTE,HOMENS,20-24,2037,107946
PIAUI,NORDESTE,HOMENS,25-29,2037,103693
PIAUI,NORDESTE,HOMENS,30-34,2037,110352
PIAUI,NORDESTE,HOMENS,35-39,2037,120615
PIAUI,NORDESTE,HOMENS,40-44,2037,114203
PIAUI,NORDESTE,HOMENS,45-49,2037,110619
PIAUI,NORDESTE,HOMENS,50-54,2037,109394
PIAUI,NORDESTE,HOMENS,55-59,2037,100219
PIAUI,NORDESTE,HOMENS,60-64,2037,81691
PIAUI,NORDESTE,HOMENS,65-69,2037,65948
PIAUI,NORDESTE,HOMENS,70-74,2037,51965
PIAUI,NORDESTE,HOMENS,75-79,2037,35052
PIAUI,NORDESTE,HOMENS,80-84,2037,20029
PIAUI,NORDESTE,HOMENS,85-89,2037,9629
PIAUI,NORDESTE,HOMENS,90+,2037,4324
PIAUI,NORDESTE,MULHERES,0-4,2037,93639
PIAUI,NORDESTE,MULHERES,5-9,2037,99605
PIAUI,NORDESTE,MULHERES,10-14,2037,106466
PIAUI,NORDESTE,MULHERES,15-19,2037,110568
PIAUI,NORDESTE,MULHERES,20-24,2037,105307
PIAUI,NORDESTE,MULHERES,25-29,2037,104347
PIAUI,NORDESTE,MULHERES,30-34,2037,114604
PIAUI,NORDESTE,MULHERES,35-39,2037,127441
PIAUI,NORDESTE,MULHERES,40-44,2037,124561
PIAUI,NORDESTE,MULHERES,45-49,2037,1276
PIAUI,NORDESTE,MULHERES,50-54,2037,127785
PIAUI,NORDESTE,MULHERES,55-59,2037,119493
PIAUI,NORDESTE,MULHERES,60-64,2037,10032
PIAUI,NORDESTE,MULHERES,65-69,2037,8456
PIAUI,NORDESTE,MULHERES,70-74,2037,7135
PIAUI,NORDESTE,MULHERES,75-79,2037,53567
PIAUI,NORDESTE,MULHERES,80-84,2037,36058
PIAUI,NORDESTE,MULHERES,85-89,2037,2027
PIAUI,NORDESTE,MULHERES,90+,2037,11526
CEARÁ,NORDESTE,HOMENS,0-4,2037,276591
CEARÁ,NORDESTE,HOMENS,5-9,2037,294993
CEARÁ,NORDESTE,HOMENS,10-14,2037,315353
CEARÁ,NORDESTE,HOMENS,15-19,2037,327965
CEARÁ,NORDESTE,HOMENS,20-24,2037,314331
CEARÁ,NORDESTE,HOMENS,25-29,2037,30694
CEARÁ,NORDESTE,HOMENS,30-34,2037,318358
CEARÁ,NORDESTE,HOMENS,35-39,2037,360762
CEARÁ,NORDESTE,HOMENS,40-44,2037,374644
CEARÁ,NORDESTE,HOMENS,45-49,2037,356792
CEARÁ,NORDESTE,HOMENS,50-54,2037,330673
CEARÁ,NORDESTE,HOMENS,55-59,2037,288196
CEARÁ,NORDESTE,HOMENS,60-64,2037,239295
CEARÁ,NORDESTE,HOMENS,65-69,2037,20228
CEARÁ,NORDESTE,HOMENS,70-74,2037,166637
CEARÁ,NORDESTE,HOMENS,75-79,2037,112001
CEARÁ,NORDESTE,HOMENS,80-84,2037,6594
CEARÁ,NORDESTE,HOMENS,85-89,2037,36097
CEARÁ,NORDESTE,HOMENS,90+,2037,19485
CEARÁ,NORDESTE,MULHERES,0-4,2037,263751
CEARÁ,NORDESTE,MULHERES,5-9,2037,281468
CEARÁ,NORDESTE,MULHERES,10-14,2037,301027
CEARÁ,NORDESTE,MULHERES,15-19,2037,314114
CEARÁ,NORDESTE,MULHERES,20-24,2037,305166
CEARÁ,NORDESTE,MULHERES,25-29,2037,303808
CEARÁ,NORDESTE,MULHERES,30-34,2037,321208
CEARÁ,NORDESTE,MULHERES,35-39,2037,369787
CEARÁ,NORDESTE,MULHERES,40-44,2037,395891
CEARÁ,NORDESTE,MULHERES,45-49,2037,394178
CEARÁ,NORDESTE,MULHERES,50-54,2037,372474
CEARÁ,NORDESTE,MULHERES,55-59,2037,331238
CEARÁ,NORDESTE,MULHERES,60-64,2037,284166
CEARÁ,NORDESTE,MULHERES,65-69,2037,249831
CEARÁ,NORDESTE,MULHERES,70-74,2037,213044
CEARÁ,NORDESTE,MULHERES,75-79,2037,155545
CEARÁ,NORDESTE,MULHERES,80-84,2037,103217
CEARÁ,NORDESTE,MULHERES,85-89,2037,63464
CEARÁ,NORDESTE,MULHERES,90+,2037,41571
RIO GRANDE DO NORTE,NORDESTE,HOMENS,0-4,2037,106468
RIO GRANDE DO NORTE,NORDESTE,HOMENS,5-9,2037,111817
RIO GRANDE DO NORTE,NORDESTE,HOMENS,10-14,2037,117426
RIO GRANDE DO NORTE,NORDESTE,HOMENS,15-19,2037,121397
RIO GRANDE DO NORTE,NORDESTE,HOMENS,20-24,2037,122515
RIO GRANDE DO NORTE,NORDESTE,HOMENS,25-29,2037,125705
RIO GRANDE DO NORTE,NORDESTE,HOMENS,30-34,2037,131841
RIO GRANDE DO NORTE,NORDESTE,HOMENS,35-39,2037,141059
RIO GRANDE DO NORTE,NORDESTE,HOMENS,40-44,2037,14403
RIO GRANDE DO NORTE,NORDESTE,HOMENS,45-49,2037,145631
RIO GRANDE DO NORTE,NORDESTE,HOMENS,50-54,2037,13991
RIO GRANDE DO NORTE,NORDESTE,HOMENS,55-59,2037,120184
RIO GRANDE DO NORTE,NORDESTE,HOMENS,60-64,2037,98458
RIO GRANDE DO NORTE,NORDESTE,HOMENS,65-69,2037,84668
RIO GRANDE DO NORTE,NORDESTE,HOMENS,70-74,2037,70085
RIO GRANDE DO NORTE,NORDESTE,HOMENS,75-79,2037,46942
RIO GRANDE DO NORTE,NORDESTE,HOMENS,80-84,2037,26286
RIO GRANDE DO NORTE,NORDESTE,HOMENS,85-89,2037,14443
RIO GRANDE DO NORTE,NORDESTE,HOMENS,90+,2037,8242
RIO GRANDE DO NORTE,NORDESTE,MULHERES,0-4,2037,101684
RIO GRANDE DO NORTE,NORDESTE,MULHERES,5-9,2037,106894
RIO GRANDE DO NORTE,NORDESTE,MULHERES,10-14,2037,112412
RIO GRANDE DO NORTE,NORDESTE,MULHERES,15-19,2037,116465
RIO GRANDE DO NORTE,NORDESTE,MULHERES,20-24,2037,118434
RIO GRANDE DO NORTE,NORDESTE,MULHERES,25-29,2037,122712
RIO GRANDE DO NORTE,NORDESTE,MULHERES,30-34,2037,130064
RIO GRANDE DO NORTE,NORDESTE,MULHERES,35-39,2037,140193
RIO GRANDE DO NORTE,NORDESTE,MULHERES,40-44,2037,146208
RIO GRANDE DO NORTE,NORDESTE,MULHERES,45-49,2037,151837
RIO GRANDE DO NORTE,NORDESTE,MULHERES,50-54,2037,14873
RIO GRANDE DO NORTE,NORDESTE,MULHERES,55-59,2037,132446
RIO GRANDE DO NORTE,NORDESTE,MULHERES,60-64,2037,113523
RIO GRANDE DO NORTE,NORDESTE,MULHERES,65-69,2037,102527
RIO GRANDE DO NORTE,NORDESTE,MULHERES,70-74,2037,89655
RIO GRANDE DO NORTE,NORDESTE,MULHERES,75-79,2037,65685
RIO GRANDE DO NORTE,NORDESTE,MULHERES,80-84,2037,42025
RIO GRANDE DO NORTE,NORDESTE,MULHERES,85-89,2037,27042
RIO GRANDE DO NORTE,NORDESTE,MULHERES,90+,2037,19501
PARAÍBA,NORDESTE,HOMENS,0-4,2037,121012
PARAÍBA,NORDESTE,HOMENS,5-9,2037,129131
PARAÍBA,NORDESTE,HOMENS,10-14,2037,138626
PARAÍBA,NORDESTE,HOMENS,15-19,2037,144011
PARAÍBA,NORDESTE,HOMENS,20-24,2037,134798
PARAÍBA,NORDESTE,HOMENS,25-29,2037,130225
PARAÍBA,NORDESTE,HOMENS,30-34,2037,14158
PARAÍBA,NORDESTE,HOMENS,35-39,2037,149211
PARAÍBA,NORDESTE,HOMENS,40-44,2037,149632
PARAÍBA,NORDESTE,HOMENS,45-49,2037,146601
PARAÍBA,NORDESTE,HOMENS,50-54,2037,142967
PARAÍBA,NORDESTE,HOMENS,55-59,2037,131024
PARAÍBA,NORDESTE,HOMENS,60-64,2037,110097
PARAÍBA,NORDESTE,HOMENS,65-69,2037,92477
PARAÍBA,NORDESTE,HOMENS,70-74,2037,74876
PARAÍBA,NORDESTE,HOMENS,75-79,2037,51008
PARAÍBA,NORDESTE,HOMENS,80-84,2037,30763
PARAÍBA,NORDESTE,HOMENS,85-89,2037,17361
PARAÍBA,NORDESTE,HOMENS,90+,2037,9684
PARAÍBA,NORDESTE,MULHERES,0-4,2037,115139
PARAÍBA,NORDESTE,MULHERES,5-9,2037,122659
PARAÍBA,NORDESTE,MULHERES,10-14,2037,131693
PARAÍBA,NORDESTE,MULHERES,15-19,2037,137653
PARAÍBA,NORDESTE,MULHERES,20-24,2037,130982
PARAÍBA,NORDESTE,MULHERES,25-29,2037,129465
PARAÍBA,NORDESTE,MULHERES,30-34,2037,144649
PARAÍBA,NORDESTE,MULHERES,35-39,2037,156569
PARAÍBA,NORDESTE,MULHERES,40-44,2037,160671
PARAÍBA,NORDESTE,MULHERES,45-49,2037,16284
PARAÍBA,NORDESTE,MULHERES,50-54,2037,161748
PARAÍBA,NORDESTE,MULHERES,55-59,2037,151237
PARAÍBA,NORDESTE,MULHERES,60-64,2037,130881
PARAÍBA,NORDESTE,MULHERES,65-69,2037,114448
PARAÍBA,NORDESTE,MULHERES,70-74,2037,96621
PARAÍBA,NORDESTE,MULHERES,75-79,2037,7106
PARAÍBA,NORDESTE,MULHERES,80-84,2037,48143
PARAÍBA,NORDESTE,MULHERES,85-89,2037,30314
PARAÍBA,NORDESTE,MULHERES,90+,2037,20015
PERNAMBUCO,NORDESTE,HOMENS,0-4,2037,296965
PERNAMBUCO,NORDESTE,HOMENS,5-9,2037,312192
PERNAMBUCO,NORDESTE,HOMENS,10-14,2037,329179
PERNAMBUCO,NORDESTE,HOMENS,15-19,2037,343507
PERNAMBUCO,NORDESTE,HOMENS,20-24,2037,341252
PERNAMBUCO,NORDESTE,HOMENS,25-29,2037,339905
PERNAMBUCO,NORDESTE,HOMENS,30-34,2037,349377
PERNAMBUCO,NORDESTE,HOMENS,35-39,2037,37115
PERNAMBUCO,NORDESTE,HOMENS,40-44,2037,36245
PERNAMBUCO,NORDESTE,HOMENS,45-49,2037,349594
PERNAMBUCO,NORDESTE,HOMENS,50-54,2037,340275
PERNAMBUCO,NORDESTE,HOMENS,55-59,2037,311013
PERNAMBUCO,NORDESTE,HOMENS,60-64,2037,264553
PERNAMBUCO,NORDESTE,HOMENS,65-69,2037,218592
PERNAMBUCO,NORDESTE,HOMENS,70-74,2037,1712
PERNAMBUCO,NORDESTE,HOMENS,75-79,2037,118733
PERNAMBUCO,NORDESTE,HOMENS,80-84,2037,71567
PERNAMBUCO,NORDESTE,HOMENS,85-89,2037,38369
PERNAMBUCO,NORDESTE,HOMENS,90+,2037,21168
PERNAMBUCO,NORDESTE,MULHERES,0-4,2037,283042
PERNAMBUCO,NORDESTE,MULHERES,5-9,2037,297475
PERNAMBUCO,NORDESTE,MULHERES,10-14,2037,313835
PERNAMBUCO,NORDESTE,MULHERES,15-19,2037,328324
PERNAMBUCO,NORDESTE,MULHERES,20-24,2037,329986
PERNAMBUCO,NORDESTE,MULHERES,25-29,2037,334977
PERNAMBUCO,NORDESTE,MULHERES,30-34,2037,351776
PERNAMBUCO,NORDESTE,MULHERES,35-39,2037,381378
PERNAMBUCO,NORDESTE,MULHERES,40-44,2037,383712
PERNAMBUCO,NORDESTE,MULHERES,45-49,2037,385811
PERNAMBUCO,NORDESTE,MULHERES,50-54,2037,384955
PERNAMBUCO,NORDESTE,MULHERES,55-59,2037,360438
PERNAMBUCO,NORDESTE,MULHERES,60-64,2037,317275
PERNAMBUCO,NORDESTE,MULHERES,65-69,2037,274676
PERNAMBUCO,NORDESTE,MULHERES,70-74,2037,227362
PERNAMBUCO,NORDESTE,MULHERES,75-79,2037,17023
PERNAMBUCO,NORDESTE,MULHERES,80-84,2037,116179
PERNAMBUCO,NORDESTE,MULHERES,85-89,2037,70926
PERNAMBUCO,NORDESTE,MULHERES,90+,2037,48704
ALAGOAS,NORDESTE,HOMENS,0-4,2037,106734
ALAGOAS,NORDESTE,HOMENS,5-9,2037,112611
ALAGOAS,NORDESTE,HOMENS,10-14,2037,117704
ALAGOAS,NORDESTE,HOMENS,15-19,2037,119896
ALAGOAS,NORDESTE,HOMENS,20-24,2037,115478
ALAGOAS,NORDESTE,HOMENS,25-29,2037,116079
ALAGOAS,NORDESTE,HOMENS,30-34,2037,122155
ALAGOAS,NORDESTE,HOMENS,35-39,2037,132242
ALAGOAS,NORDESTE,HOMENS,40-44,2037,124076
ALAGOAS,NORDESTE,HOMENS,45-49,2037,109343
ALAGOAS,NORDESTE,HOMENS,50-54,2037,105197
ALAGOAS,NORDESTE,HOMENS,55-59,2037,98112
ALAGOAS,NORDESTE,HOMENS,60-64,2037,81553
ALAGOAS,NORDESTE,HOMENS,65-69,2037,67432
ALAGOAS,NORDESTE,HOMENS,70-74,2037,52311
ALAGOAS,NORDESTE,HOMENS,75-79,2037,3518
ALAGOAS,NORDESTE,HOMENS,80-84,2037,21143
ALAGOAS,NORDESTE,HOMENS,85-89,2037,10932
ALAGOAS,NORDESTE,HOMENS,90+,2037,5972
ALAGOAS,NORDESTE,MULHERES,0-4,2037,101726
ALAGOAS,NORDESTE,MULHERES,5-9,2037,107345
ALAGOAS,NORDESTE,MULHERES,10-14,2037,111986
ALAGOAS,NORDESTE,MULHERES,15-19,2037,114496
ALAGOAS,NORDESTE,MULHERES,20-24,2037,11261
ALAGOAS,NORDESTE,MULHERES,25-29,2037,116964
ALAGOAS,NORDESTE,MULHERES,30-34,2037,127786
ALAGOAS,NORDESTE,MULHERES,35-39,2037,142865
ALAGOAS,NORDESTE,MULHERES,40-44,2037,139086
ALAGOAS,NORDESTE,MULHERES,45-49,2037,131308
ALAGOAS,NORDESTE,MULHERES,50-54,2037,12926
ALAGOAS,NORDESTE,MULHERES,55-59,2037,121134
ALAGOAS,NORDESTE,MULHERES,60-64,2037,103962
ALAGOAS,NORDESTE,MULHERES,65-69,2037,88765
ALAGOAS,NORDESTE,MULHERES,70-74,2037,71154
ALAGOAS,NORDESTE,MULHERES,75-79,2037,51845
ALAGOAS,NORDESTE,MULHERES,80-84,2037,3578
ALAGOAS,NORDESTE,MULHERES,85-89,2037,21012
ALAGOAS,NORDESTE,MULHERES,90+,2037,14367
SERGIPE,NORDESTE,HOMENS,0-4,2037,75992
SERGIPE,NORDESTE,HOMENS,5-9,2037,79685
SERGIPE,NORDESTE,HOMENS,10-14,2037,83656
SERGIPE,NORDESTE,HOMENS,15-19,2037,86719
SERGIPE,NORDESTE,HOMENS,20-24,2037,8489
SERGIPE,NORDESTE,HOMENS,25-29,2037,85392
SERGIPE,NORDESTE,HOMENS,30-34,2037,8739
SERGIPE,NORDESTE,HOMENS,35-39,2037,95216
SERGIPE,NORDESTE,HOMENS,40-44,2037,95187
SERGIPE,NORDESTE,HOMENS,45-49,2037,90125
SERGIPE,NORDESTE,HOMENS,50-54,2037,8518
SERGIPE,NORDESTE,HOMENS,55-59,2037,75085
SERGIPE,NORDESTE,HOMENS,60-64,2037,61804
SERGIPE,NORDESTE,HOMENS,65-69,2037,5132
SERGIPE,NORDESTE,HOMENS,70-74,2037,39156
SERGIPE,NORDESTE,HOMENS,75-79,2037,25432
SERGIPE,NORDESTE,HOMENS,80-84,2037,14733
SERGIPE,NORDESTE,HOMENS,85-89,2037,7302
SERGIPE,NORDESTE,HOMENS,90+,2037,3285
SERGIPE,NORDESTE,MULHERES,0-4,2037,72467
SERGIPE,NORDESTE,MULHERES,5-9,2037,76074
SERGIPE,NORDESTE,MULHERES,10-14,2037,80121
SERGIPE,NORDESTE,MULHERES,15-19,2037,8381
SERGIPE,NORDESTE,MULHERES,20-24,2037,83646
SERGIPE,NORDESTE,MULHERES,25-29,2037,86214
SERGIPE,NORDESTE,MULHERES,30-34,2037,90404
SERGIPE,NORDESTE,MULHERES,35-39,2037,99924
SERGIPE,NORDESTE,MULHERES,40-44,2037,102634
SERGIPE,NORDESTE,MULHERES,45-49,2037,10093
SERGIPE,NORDESTE,MULHERES,50-54,2037,98217
SERGIPE,NORDESTE,MULHERES,55-59,2037,89412
SERGIPE,NORDESTE,MULHERES,60-64,2037,76289
SERGIPE,NORDESTE,MULHERES,65-69,2037,65194
SERGIPE,NORDESTE,MULHERES,70-74,2037,52441
SERGIPE,NORDESTE,MULHERES,75-79,2037,37242
SERGIPE,NORDESTE,MULHERES,80-84,2037,24653
SERGIPE,NORDESTE,MULHERES,85-89,2037,14079
SERGIPE,NORDESTE,MULHERES,90+,2037,8505
BAHIA,NORDESTE,HOMENS,0-4,2037,421232
BAHIA,NORDESTE,HOMENS,5-9,2037,449608
BAHIA,NORDESTE,HOMENS,10-14,2037,48059
BAHIA,NORDESTE,HOMENS,15-19,2037,501222
BAHIA,NORDESTE,HOMENS,20-24,2037,476818
BAHIA,NORDESTE,HOMENS,25-29,2037,473435
BAHIA,NORDESTE,HOMENS,30-34,2037,498208
BAHIA,NORDESTE,HOMENS,35-39,2037,536196
BAHIA,NORDESTE,HOMENS,40-44,2037,539093
BAHIA,NORDESTE,HOMENS,45-49,2037,518565
BAHIA,NORDESTE,HOMENS,50-54,2037,53501
BAHIA,NORDESTE,HOMENS,55-59,2037,503319
BAHIA,NORDESTE,HOMENS,60-64,2037,407892
BAHIA,NORDESTE,HOMENS,65-69,2037,335335
BAHIA,NORDESTE,HOMENS,70-74,2037,265499
BAHIA,NORDESTE,HOMENS,75-79,2037,186128
BAHIA,NORDESTE,HOMENS,80-84,2037,112358
BAHIA,NORDESTE,HOMENS,85-89,2037,58058
BAHIA,NORDESTE,HOMENS,90+,2037,3332
BAHIA,NORDESTE,MULHERES,0-4,2037,401364
BAHIA,NORDESTE,MULHERES,5-9,2037,428539
BAHIA,NORDESTE,MULHERES,10-14,2037,457848
BAHIA,NORDESTE,MULHERES,15-19,2037,478025
BAHIA,NORDESTE,MULHERES,20-24,2037,461733
BAHIA,NORDESTE,MULHERES,25-29,2037,472043
BAHIA,NORDESTE,MULHERES,30-34,2037,511296
BAHIA,NORDESTE,MULHERES,35-39,2037,562518
BAHIA,NORDESTE,MULHERES,40-44,2037,582908
BAHIA,NORDESTE,MULHERES,45-49,2037,584791
BAHIA,NORDESTE,MULHERES,50-54,2037,613647
BAHIA,NORDESTE,MULHERES,55-59,2037,582208
BAHIA,NORDESTE,MULHERES,60-64,2037,48293
BAHIA,NORDESTE,MULHERES,65-69,2037,410164
BAHIA,NORDESTE,MULHERES,70-74,2037,341658
BAHIA,NORDESTE,MULHERES,75-79,2037,261733
BAHIA,NORDESTE,MULHERES,80-84,2037,180085
BAHIA,NORDESTE,MULHERES,85-89,2037,108454
BAHIA,NORDESTE,MULHERES,90+,2037,81347
MINAS GERAIS,SUDESTE,HOMENS,0-4,2037,563843
MINAS GERAIS,SUDESTE,HOMENS,5-9,2037,604214
MINAS GERAIS,SUDESTE,HOMENS,10-14,2037,646717
MINAS GERAIS,SUDESTE,HOMENS,15-19,2037,678959
MINAS GERAIS,SUDESTE,HOMENS,20-24,2037,672602
MINAS GERAIS,SUDESTE,HOMENS,25-29,2037,658003
MINAS GERAIS,SUDESTE,HOMENS,30-34,2037,70617
MINAS GERAIS,SUDESTE,HOMENS,35-39,2037,800146
MINAS GERAIS,SUDESTE,HOMENS,40-44,2037,834275
MINAS GERAIS,SUDESTE,HOMENS,45-49,2037,827718
MINAS GERAIS,SUDESTE,HOMENS,50-54,2037,809284
MINAS GERAIS,SUDESTE,HOMENS,55-59,2037,749856
MINAS GERAIS,SUDESTE,HOMENS,60-64,2037,637093
MINAS GERAIS,SUDESTE,HOMENS,65-69,2037,554107
MINAS GERAIS,SUDESTE,HOMENS,70-74,2037,479789
MINAS GERAIS,SUDESTE,HOMENS,75-79,2037,368846
MINAS GERAIS,SUDESTE,HOMENS,80-84,2037,240849
MINAS GERAIS,SUDESTE,HOMENS,85-89,2037,129843
MINAS GERAIS,SUDESTE,HOMENS,90+,2037,82843
MINAS GERAIS,SUDESTE,MULHERES,0-4,2037,537483
MINAS GERAIS,SUDESTE,MULHERES,5-9,2037,576371
MINAS GERAIS,SUDESTE,MULHERES,10-14,2037,616826
MINAS GERAIS,SUDESTE,MULHERES,15-19,2037,647734
MINAS GERAIS,SUDESTE,MULHERES,20-24,2037,642235
MINAS GERAIS,SUDESTE,MULHERES,25-29,2037,629243
MINAS GERAIS,SUDESTE,MULHERES,30-34,2037,678459
MINAS GERAIS,SUDESTE,MULHERES,35-39,2037,7774
MINAS GERAIS,SUDESTE,MULHERES,40-44,2037,828538
