ESTADO,REGIÃO,GÊNERO,GRUPO ETÁRIO,ANO,2010
PERNAMBUCO,NORDESTE,HOMENS,45-49,2010,237047
PERNAMBUCO,NORDESTE,HOMENS,50-54,2010,193601
PERNAMBUCO,NORDESTE,HOMENS,55-59,2010,154822
PERNAMBUCO,NORDESTE,HOMENS,60-64,2010,130311
PERNAMBUCO,NORDESTE,HOMENS,65-69,2010,96898
PERNAMBUCO,NORDESTE,HOMENS,70-74,2010,74657
PERNAMBUCO,NORDESTE,HOMENS,75-79,2010,46682
PERNAMBUCO,NORDESTE,HOMENS,80-84,2010,31658
PERNAMBUCO,NORDESTE,HOMENS,85-89,2010,16571
PERNAMBUCO,NORDESTE,HOMENS,90+,2010,8836
PERNAMBUCO,NORDESTE,MULHERES,0-4,2010,362032
PERNAMBUCO,NORDESTE,MULHERES,5-9,2010,386337
PERNAMBUCO,NORDESTE,MULHERES,10-14,2010,417573
PERNAMBUCO,NORDESTE,MULHERES,15-19,2010,411631
PERNAMBUCO,NORDESTE,MULHERES,20-24,2010,420394
PERNAMBUCO,NORDESTE,MULHERES,25-29,2010,406098
PERNAMBUCO,NORDESTE,MULHERES,30-34,2010,377415
PERNAMBUCO,NORDESTE,MULHERES,35-39,2010,338205
PERNAMBUCO,NORDESTE,MULHERES,40-44,2010,310061
PERNAMBUCO,NORDESTE,MULHERES,45-49,2010,271967
PERNAMBUCO,NORDESTE,MULHERES,50-54,2010,228736
PERNAMBUCO,NORDESTE,MULHERES,55-59,2010,192598
PERNAMBUCO,NORDESTE,MULHERES,60-64,2010,162229
PERNAMBUCO,NORDESTE,MULHERES,65-69,2010,125783
PERNAMBUCO,NORDESTE,MULHERES,70-74,2010,101964
PERNAMBUCO,NORDESTE,MULHERES,75-79,2010,6733
PERNAMBUCO,NORDESTE,MULHERES,80-84,2010,4687
PERNAMBUCO,NORDESTE,MULHERES,85-89,2010,24909
PERNAMBUCO,NORDESTE,MULHERES,90+,2010,16021
ALAGOAS,NORDESTE,HOMENS,0-4,2010,149132
ALAGOAS,NORDESTE,HOMENS,5-9,2010,161952
ALAGOAS,NORDESTE,HOMENS,10-14,2010,173295
ALAGOAS,NORDESTE,HOMENS,15-19,2010,158586
ALAGOAS,NORDESTE,HOMENS,20-24,2010,142745
ALAGOAS,NORDESTE,HOMENS,25-29,2010,132595
ALAGOAS,NORDESTE,HOMENS,30-34,2010,1191
ALAGOAS,NORDESTE,HOMENS,35-39,2010,101443
ALAGOAS,NORDESTE,HOMENS,40-44,2010,92373
ALAGOAS,NORDESTE,HOMENS,45-49,2010,77414
ALAGOAS,NORDESTE,HOMENS,50-54,2010,63025
ALAGOAS,NORDESTE,HOMENS,55-59,2010,51877
ALAGOAS,NORDESTE,HOMENS,60-64,2010,41933
ALAGOAS,NORDESTE,HOMENS,65-69,2010,31361
ALAGOAS,NORDESTE,HOMENS,70-74,2010,2223
ALAGOAS,NORDESTE,HOMENS,75-79,2010,14062
ALAGOAS,NORDESTE,HOMENS,80-84,2010,8558
ALAGOAS,NORDESTE,HOMENS,85-89,2010,4309
ALAGOAS,NORDESTE,HOMENS,90+,2010,3046
ALAGOAS,NORDESTE,MULHERES,0-4,2010,143317
ALAGOAS,NORDESTE,MULHERES,5-9,2010,158134
ALAGOAS,NORDESTE,MULHERES,10-14,2010,169497
ALAGOAS,NORDESTE,MULHERES,15-19,2010,15869
ALAGOAS,NORDESTE,MULHERES,20-24,2010,151283
ALAGOAS,NORDESTE,MULHERES,25-29,2010,143132
ALAGOAS,NORDESTE,MULHERES,30-34,2010,130746
ALAGOAS,NORDESTE,MULHERES,35-39,2010,113371
ALAGOAS,NORDESTE,MULHERES,40-44,2010,103358
ALAGOAS,NORDESTE,MULHERES,45-49,2010,86441
ALAGOAS,NORDESTE,MULHERES,50-54,2010,72463
ALAGOAS,NORDESTE,MULHERES,55-59,2010,61197
ALAGOAS,NORDESTE,MULHERES,60-64,2010,48293
ALAGOAS,NORDESTE,MULHERES,65-69,2010,37131
ALAGOAS,NORDESTE,MULHERES,70-74,2010,27834
ALAGOAS,NORDESTE,MULHERES,75-79,2010,1893
ALAGOAS,NORDESTE,MULHERES,80-84,2010,12083
ALAGOAS,NORDESTE,MULHERES,85-89,2010,5961
ALAGOAS,NORDESTE,MULHERES,90+,2010,4823
SERGIPE,NORDESTE,HOMENS,0-4,2010,91382
SERGIPE,NORDESTE,HOMENS,5-9,2010,94727
SERGIPE,NORDESTE,HOMENS,10-14,2010,107296
SERGIPE,NORDESTE,HOMENS,15-19,2010,102533
SERGIPE,NORDESTE,HOMENS,20-24,2010,100262
SERGIPE,NORDESTE,HOMENS,25-29,2010,93183
SERGIPE,NORDESTE,HOMENS,30-34,2010,82747
SERGIPE,NORDESTE,HOMENS,35-39,2010,71551
SERGIPE,NORDESTE,HOMENS,40-44,2010,65766
SERGIPE,NORDESTE,HOMENS,45-49,2010,54842
SERGIPE,NORDESTE,HOMENS,50-54,2010,43272
SERGIPE,NORDESTE,HOMENS,55-59,2010,34492
SERGIPE,NORDESTE,HOMENS,60-64,2010,27844
SERGIPE,NORDESTE,HOMENS,65-69,2010,20169
SERGIPE,NORDESTE,HOMENS,70-74,2010,14396
SERGIPE,NORDESTE,HOMENS,75-79,2010,9307
SERGIPE,NORDESTE,HOMENS,80-84,2010,6016
SERGIPE,NORDESTE,HOMENS,85-89,2010,3108
SERGIPE,NORDESTE,HOMENS,90+,2010,2141
SERGIPE,NORDESTE,MULHERES,0-4,2010,87683
SERGIPE,NORDESTE,MULHERES,5-9,2010,91681
SERGIPE,NORDESTE,MULHERES,10-14,2010,103642
SERGIPE,NORDESTE,MULHERES,15-19,2010,102198
SERGIPE,NORDESTE,MULHERES,20-24,2010,103172
SERGIPE,NORDESTE,MULHERES,25-29,2010,98837
SERGIPE,NORDESTE,MULHERES,30-34,2010,89895
SERGIPE,NORDESTE,MULHERES,35-39,2010,78987
SERGIPE,NORDESTE,MULHERES,40-44,2010,71981
SERGIPE,NORDESTE,MULHERES,45-49,2010,60673
SERGIPE,NORDESTE,MULHERES,50-54,2010,48748
SERGIPE,NORDESTE,MULHERES,55-59,2010,40318
SERGIPE,NORDESTE,MULHERES,60-64,2010,31913
SERGIPE,NORDESTE,MULHERES,65-69,2010,2437
SERGIPE,NORDESTE,MULHERES,70-74,2010,18691
SERGIPE,NORDESTE,MULHERES,75-79,2010,13189
SERGIPE,NORDESTE,MULHERES,80-84,2010,9038
SERGIPE,NORDESTE,MULHERES,85-89,2010,4821
SERGIPE,NORDESTE,MULHERES,90+,2010,3426
BAHIA,NORDESTE,HOMENS,0-4,2010,579001
BAHIA,NORDESTE,HOMENS,5-9,2010,631196
BAHIA,NORDESTE,HOMENS,10-14,2010,690972
BAHIA,NORDESTE,HOMENS,15-19,2010,677584
BAHIA,NORDESTE,HOMENS,20-24,2010,656004
BAHIA,NORDESTE,HOMENS,25-29,2010,651338
BAHIA,NORDESTE,HOMENS,30-34,2010,580774
BAHIA,NORDESTE,HOMENS,35-39,2010,484645
BAHIA,NORDESTE,HOMENS,40-44,2010,44546
BAHIA,NORDESTE,HOMENS,45-49,2010,383468
BAHIA,NORDESTE,HOMENS,50-54,2010,322473
BAHIA,NORDESTE,HOMENS,55-59,2010,255676
BAHIA,NORDESTE,HOMENS,60-64,2010,209055
BAHIA,NORDESTE,HOMENS,65-69,2010,159898
BAHIA,NORDESTE,HOMENS,70-74,2010,120179
BAHIA,NORDESTE,HOMENS,75-79,2010,78443
BAHIA,NORDESTE,HOMENS,80-84,2010,51845
BAHIA,NORDESTE,HOMENS,85-89,2010,27023
BAHIA,NORDESTE,HOMENS,90+,2010,17475
BAHIA,NORDESTE,MULHERES,0-4,2010,554643
BAHIA,NORDESTE,MULHERES,5-9,2010,609503
BAHIA,NORDESTE,MULHERES,10-14,2010,667016
BAHIA,NORDESTE,MULHERES,15-19,2010,667955
BAHIA,NORDESTE,MULHERES,20-24,2010,6663
BAHIA,NORDESTE,MULHERES,25-29,2010,675527
BAHIA,NORDESTE,MULHERES,30-34,2010,606154
BAHIA,NORDESTE,MULHERES,35-39,2010,511216
BAHIA,NORDESTE,MULHERES,40-44,2010,470584
BAHIA,NORDESTE,MULHERES,45-49,2010,40823
BAHIA,NORDESTE,MULHERES,50-54,2010,350392
BAHIA,NORDESTE,MULHERES,55-59,2010,28529
BAHIA,NORDESTE,MULHERES,60-64,2010,233682
BAHIA,NORDESTE,MULHERES,65-69,2010,185034
BAHIA,NORDESTE,MULHERES,70-74,2010,146432
BAHIA,NORDESTE,MULHERES,75-79,2010,102848
BAHIA,NORDESTE,MULHERES,80-84,2010,70869
BAHIA,NORDESTE,MULHERES,85-89,2010,3862
BAHIA,NORDESTE,MULHERES,90+,2010,29767
MINAS GERAIS,SUDESTE,HOMENS,0-4,2010,684629
MINAS GERAIS,SUDESTE,HOMENS,5-9,2010,76507
MINAS GERAIS,SUDESTE,HOMENS,10-14,2010,869775
MINAS GERAIS,SUDESTE,HOMENS,15-19,2010,879822
MINAS GERAIS,SUDESTE,HOMENS,20-24,2010,885987
MINAS GERAIS,SUDESTE,HOMENS,25-29,2010,863163
MINAS GERAIS,SUDESTE,HOMENS,30-34,2010,800971
MINAS GERAIS,SUDESTE,HOMENS,35-39,2010,70378
MINAS GERAIS,SUDESTE,HOMENS,40-44,2010,680872
MINAS GERAIS,SUDESTE,HOMENS,45-49,2010,636735
MINAS GERAIS,SUDESTE,HOMENS,50-54,2010,55629
MINAS GERAIS,SUDESTE,HOMENS,55-59,2010,447416
MINAS GERAIS,SUDESTE,HOMENS,60-64,2010,343775
MINAS GERAIS,SUDESTE,HOMENS,65-69,2010,255046
MINAS GERAIS,SUDESTE,HOMENS,70-74,2010,194458
MINAS GERAIS,SUDESTE,HOMENS,75-79,2010,131034
MINAS GERAIS,SUDESTE,HOMENS,80-84,2010,77329
MINAS GERAIS,SUDESTE,HOMENS,85-89,2010,35336
MINAS GERAIS,SUDESTE,HOMENS,90+,2010,16766
MINAS GERAIS,SUDESTE,MULHERES,0-4,2010,653924
MINAS GERAIS,SUDESTE,MULHERES,5-9,2010,732722
MINAS GERAIS,SUDESTE,MULHERES,10-14,2010,841335
MINAS GERAIS,SUDESTE,MULHERES,15-19,2010,862826
MINAS GERAIS,SUDESTE,MULHERES,20-24,2010,871071
MINAS GERAIS,SUDESTE,MULHERES,25-29,2010,864704
MINAS GERAIS,SUDESTE,MULHERES,30-34,2010,8164
MINAS GERAIS,SUDESTE,MULHERES,35-39,2010,731932
MINAS GERAIS,SUDESTE,MULHERES,40-44,2010,711583
MINAS GERAIS,SUDESTE,MULHERES,45-49,2010,675448
MINAS GERAIS,SUDESTE,MULHERES,50-54,2010,592779
MINAS GERAIS,SUDESTE,MULHERES,55-59,2010,486237
MINAS GERAIS,SUDESTE,MULHERES,60-64,2010,381325
MINAS GERAIS,SUDESTE,MULHERES,65-69,2010,294117
MINAS GERAIS,SUDESTE,MULHERES,70-74,2010,236547
MINAS GERAIS,SUDESTE,MULHERES,75-79,2010,171139
MINAS GERAIS,SUDESTE,MULHERES,80-84,2010,113555
MINAS GERAIS,SUDESTE,MULHERES,85-89,2010,57338
MINAS GERAIS,SUDESTE,MULHERES,90+,2010,34208
ESPÍRITO SANTO,SUDESTE,HOMENS,0-4,2010,136244
ESPÍRITO SANTO,SUDESTE,HOMENS,5-9,2010,145392
ESPÍRITO SANTO,SUDESTE,HOMENS,10-14,2010,155474
ESPÍRITO SANTO,SUDESTE,HOMENS,15-19,2010,153454
ESPÍRITO SANTO,SUDESTE,HOMENS,20-24,2010,164733
ESPÍRITO SANTO,SUDESTE,HOMENS,25-29,2010,162995
ESPÍRITO SANTO,SUDESTE,HOMENS,30-34,2010,149722
ESPÍRITO SANTO,SUDESTE,HOMENS,35-39,2010,128186
ESPÍRITO SANTO,SUDESTE,HOMENS,40-44,2010,121619
ESPÍRITO SANTO,SUDESTE,HOMENS,45-49,2010,112188
ESPÍRITO SANTO,SUDESTE,HOMENS,50-54,2010,97797
ESPÍRITO SANTO,SUDESTE,HOMENS,55-59,2010,78455
ESPÍRITO SANTO,SUDESTE,HOMENS,60-64,2010,55279
ESPÍRITO SANTO,SUDESTE,HOMENS,65-69,2010,39505
ESPÍRITO SANTO,SUDESTE,HOMENS,70-74,2010,29918
ESPÍRITO SANTO,SUDESTE,HOMENS,75-79,2010,20874
ESPÍRITO SANTO,SUDESTE,HOMENS,80-84,2010,12794
ESPÍRITO SANTO,SUDESTE,HOMENS,85-89,2010,5635
ESPÍRITO SANTO,SUDESTE,HOMENS,90+,2010,2672
ESPÍRITO SANTO,SUDESTE,MULHERES,0-4,2010,130286
ESPÍRITO SANTO,SUDESTE,MULHERES,5-9,2010,139241
ESPÍRITO SANTO,SUDESTE,MULHERES,10-14,2010,150783
ESPÍRITO SANTO,SUDESTE,MULHERES,15-19,2010,152014
ESPÍRITO SANTO,SUDESTE,MULHERES,20-24,2010,162691
ESPÍRITO SANTO,SUDESTE,MULHERES,25-29,2010,163854
ESPÍRITO SANTO,SUDESTE,MULHERES,30-34,2010,153955
ESPÍRITO SANTO,SUDESTE,MULHERES,35-39,2010,133909
ESPÍRITO SANTO,SUDESTE,MULHERES,40-44,2010,126725
ESPÍRITO SANTO,SUDESTE,MULHERES,45-49,2010,118559
ESPÍRITO SANTO,SUDESTE,MULHERES,50-54,2010,104206
ESPÍRITO SANTO,SUDESTE,MULHERES,55-59,2010,84064
ESPÍRITO SANTO,SUDESTE,MULHERES,60-64,2010,61352
ESPÍRITO SANTO,SUDESTE,MULHERES,65-69,2010,45976
ESPÍRITO SANTO,SUDESTE,MULHERES,70-74,2010,36586
ESPÍRITO SANTO,SUDESTE,MULHERES,75-79,2010,27053
ESPÍRITO SANTO,SUDESTE,MULHERES,80-84,2010,17915
ESPÍRITO SANTO,SUDESTE,MULHERES,85-89,2010,8789
ESPÍRITO SANTO,SUDESTE,MULHERES,90+,2010,5163
RIO DE JANEIRO,SUDESTE,HOMENS,0-4,2010,542767
RIO DE JANEIRO,SUDESTE,HOMENS,5-9,2010,584033
RIO DE JANEIRO,SUDESTE,HOMENS,10-14,2010,671554
RIO DE JANEIRO,SUDESTE,HOMENS,15-19,2010,64714
RIO DE JANEIRO,SUDESTE,HOMENS,20-24,2010,655399
RIO DE JANEIRO,SUDESTE,HOMENS,25-29,2010,674224
RIO DE JANEIRO,SUDESTE,HOMENS,30-34,2010,645888
RIO DE JANEIRO,SUDESTE,HOMENS,35-39,2010,574545
RIO DE JANEIRO,SUDESTE,HOMENS,40-44,2010,550265
RIO DE JANEIRO,SUDESTE,HOMENS,45-49,2010,522853
RIO DE JANEIRO,SUDESTE,HOMENS,50-54,2010,467988
RIO DE JANEIRO,SUDESTE,HOMENS,55-59,2010,379885
RIO DE JANEIRO,SUDESTE,HOMENS,60-64,2010,294051
RIO DE JANEIRO,SUDESTE,HOMENS,65-69,2010,209151
RIO DE JANEIRO,SUDESTE,HOMENS,70-74,2010,15829
RIO DE JANEIRO,SUDESTE,HOMENS,75-79,2010,10564
RIO DE JANEIRO,SUDESTE,HOMENS,80-84,2010,63722
RIO DE JANEIRO,SUDESTE,HOMENS,85-89,2010,27246
RIO DE JANEIRO,SUDESTE,HOMENS,90+,2010,11296
RIO DE JANEIRO,SUDESTE,MULHERES,0-4,2010,518454
RIO DE JANEIRO,SUDESTE,MULHERES,5-9,2010,55864
RIO DE JANEIRO,SUDESTE,MULHERES,10-14,2010,651303
RIO DE JANEIRO,SUDESTE,MULHERES,15-19,2010,640486
RIO DE JANEIRO,SUDESTE,MULHERES,20-24,2010,665183
RIO DE JANEIRO,SUDESTE,MULHERES,25-29,2010,708759
RIO DE JANEIRO,SUDESTE,MULHERES,30-34,2010,694948
RIO DE JANEIRO,SUDESTE,MULHERES,35-39,2010,632141
RIO DE JANEIRO,SUDESTE,MULHERES,40-44,2010,608215
RIO DE JANEIRO,SUDESTE,MULHERES,45-49,2010,594144
RIO DE JANEIRO,SUDESTE,MULHERES,50-54,2010,545059
RIO DE JANEIRO,SUDESTE,MULHERES,55-59,2010,460293
RIO DE JANEIRO,SUDESTE,MULHERES,60-64,2010,368088
RIO DE JANEIRO,SUDESTE,MULHERES,65-69,2010,274229
RIO DE JANEIRO,SUDESTE,MULHERES,70-74,2010,223132
RIO DE JANEIRO,SUDESTE,MULHERES,75-79,2010,167437
RIO DE JANEIRO,SUDESTE,MULHERES,80-84,2010,117366
RIO DE JANEIRO,SUDESTE,MULHERES,85-89,2010,58596
RIO DE JANEIRO,SUDESTE,MULHERES,90+,2010,30778
SÃO PAULO,SUDESTE,HOMENS,0-4,2010,1.518.720
SÃO PAULO,SUDESTE,HOMENS,5-9,2010,1.599.000
SÃO PAULO,SUDESTE,HOMENS,10-14,2010,1.710.367
SÃO PAULO,SUDESTE,HOMENS,15-19,2010,1.689.753
SÃO PAULO,SUDESTE,HOMENS,20-24,2010,1.859.731
SÃO PAULO,SUDESTE,HOMENS,25-29,2010,1.906.623
SÃO PAULO,SUDESTE,HOMENS,30-34,2010,1.764.601
SÃO PAULO,SUDESTE,HOMENS,35-39,2010,1.569.961
SÃO PAULO,SUDESTE,HOMENS,40-44,2010,1.463.518
SÃO PAULO,SUDESTE,HOMENS,45-49,2010,1.326.333
SÃO PAULO,SUDESTE,HOMENS,50-54,2010,1.164.853
SÃO PAULO,SUDESTE,HOMENS,55-59,2010,942726
SÃO PAULO,SUDESTE,HOMENS,60-64,2010,715369
SÃO PAULO,SUDESTE,HOMENS,65-69,2010,505846
SÃO PAULO,SUDESTE,HOMENS,70-74,2010,376619
SÃO PAULO,SUDESTE,HOMENS,75-79,2010,249824
SÃO PAULO,SUDESTE,HOMENS,80-84,2010,152463
SÃO PAULO,SUDESTE,HOMENS,85-89,2010,64406
SÃO PAULO,SUDESTE,HOMENS,90+,2010,26559
SÃO PAULO,SUDESTE,MULHERES,0-4,2010,1.450.034
SÃO PAULO,SUDESTE,MULHERES,5-9,2010,1.527.834
SÃO PAULO,SUDESTE,MULHERES,10-14,2010,1.658.952
SÃO PAULO,SUDESTE,MULHERES,15-19,2010,1.658.279
SÃO PAULO,SUDESTE,MULHERES,20-24,2010,1.826.537
SÃO PAULO,SUDESTE,MULHERES,25-29,2010,1.933.780
SÃO PAULO,SUDESTE,MULHERES,30-34,2010,1.839.340
SÃO PAULO,SUDESTE,MULHERES,35-39,2010,1.656.685
SÃO PAULO,SUDESTE,MULHERES,40-44,2010,1.556.962
SÃO PAULO,SUDESTE,MULHERES,45-49,2010,1.463.558
SÃO PAULO,SUDESTE,MULHERES,50-54,2010,1.303.786
SÃO PAULO,SUDESTE,MULHERES,55-59,2010,1.071.813
SÃO PAULO,SUDESTE,MULHERES,60-64,2010,842168
SÃO PAULO,SUDESTE,MULHERES,65-69,2010,618051
SÃO PAULO,SUDESTE,MULHERES,70-74,2010,491021
SÃO PAULO,SUDESTE,MULHERES,75-79,2010,359535
SÃO PAULO,SUDESTE,MULHERES,80-84,2010,2494
SÃO PAULO,SUDESTE,MULHERES,85-89,2010,122646
SÃO PAULO,SUDESTE,MULHERES,90+,2010,61253
PARANÁ,SUL,HOMENS,0-4,2010,386967
PARANÁ,SUL,HOMENS,5-9,2010,415767
PARANÁ,SUL,HOMENS,10-14,2010,469804
PARANÁ,SUL,HOMENS,15-19,2010,476099
PARANÁ,SUL,HOMENS,20-24,2010,457833
PARANÁ,SUL,HOMENS,25-29,2010,442564
PARANÁ,SUL,HOMENS,30-34,2010,415975
PARANÁ,SUL,HOMENS,35-39,2010,389535
PARANÁ,SUL,HOMENS,40-44,2010,377403
PARANÁ,SUL,HOMENS,45-49,2010,340999
PARANÁ,SUL,HOMENS,50-54,2010,286455
PARANÁ,SUL,HOMENS,55-59,2010,235121
PARANÁ,SUL,HOMENS,60-64,2010,183277
PARANÁ,SUL,HOMENS,65-69,2010,135532
PARANÁ,SUL,HOMENS,70-74,2010,100654
PARANÁ,SUL,HOMENS,75-79,2010,64985
PARANÁ,SUL,HOMENS,80-84,2010,37385
PARANÁ,SUL,HOMENS,85-89,2010,15798
PARANÁ,SUL,HOMENS,90+,2010,6619
PARANÁ,SUL,MULHERES,0-4,2010,369726
PARANÁ,SUL,MULHERES,5-9,2010,397836
PARANÁ,SUL,MULHERES,10-14,2010,451529
PARANÁ,SUL,MULHERES,15-19,2010,465059
PARANÁ,SUL,MULHERES,20-24,2010,455656
PARANÁ,SUL,MULHERES,25-29,2010,449541
PARANÁ,SUL,MULHERES,30-34,2010,431683
PARANÁ,SUL,MULHERES,35-39,2010,408455
PARANÁ,SUL,MULHERES,40-44,2010,399587
PARANÁ,SUL,MULHERES,45-49,2010,368629
PARANÁ,SUL,MULHERES,50-54,2010,314158
PARANÁ,SUL,MULHERES,55-59,2010,260148
PARANÁ,SUL,MULHERES,60-64,2010,204003
PARANÁ,SUL,MULHERES,65-69,2010,153493
PARANÁ,SUL,MULHERES,70-74,2010,115886
PARANÁ,SUL,MULHERES,75-79,2010,81354
PARANÁ,SUL,MULHERES,80-84,2010,51243
PARANÁ,SUL,MULHERES,85-89,2010,24198
PARANÁ,SUL,MULHERES,90+,2010,1232
SANTA CATARINA,SUL,HOMENS,0-4,2010,218849
SANTA CATARINA,SUL,HOMENS,5-9,2010,229643
SANTA CATARINA,SUL,HOMENS,10-14,2010,268382
SANTA CATARINA,SUL,HOMENS,15-19,2010,279765
SANTA CATARINA,SUL,HOMENS,20-24,2010,291047
SANTA CATARINA,SUL,HOMENS,25-29,2010,289897
SANTA CATARINA,SUL,HOMENS,30-34,2010,259654
SANTA CATARINA,SUL,HOMENS,35-39,2010,237549
SANTA CATARINA,SUL,HOMENS,40-44,2010,233006
SANTA CATARINA,SUL,HOMENS,45-49,2010,219391
SANTA CATARINA,SUL,HOMENS,50-54,2010,181713
SANTA CATARINA,SUL,HOMENS,55-59,2010,145764
SANTA CATARINA,SUL,HOMENS,60-64,2010,108298
SANTA CATARINA,SUL,HOMENS,65-69,2010,74335
SANTA CATARINA,SUL,HOMENS,70-74,2010,53012
SANTA CATARINA,SUL,HOMENS,75-79,2010,33215
SANTA CATARINA,SUL,HOMENS,80-84,2010,18792
SANTA CATARINA,SUL,HOMENS,85-89,2010,8064
SANTA CATARINA,SUL,HOMENS,90+,2010,3248
SANTA CATARINA,SUL,MULHERES,0-4,2010,208917
SANTA CATARINA,SUL,MULHERES,5-9,2010,21952
SANTA CATARINA,SUL,MULHERES,10-14,2010,258152
SANTA CATARINA,SUL,MULHERES,15-19,2010,272503
SANTA CATARINA,SUL,MULHERES,20-24,2010,281958
SANTA CATARINA,SUL,MULHERES,25-29,2010,283944
SANTA CATARINA,SUL,MULHERES,30-34,2010,258134
SANTA CATARINA,SUL,MULHERES,35-39,2010,239659
SANTA CATARINA,SUL,MULHERES,40-44,2010,237241
SANTA CATARINA,SUL,MULHERES,45-49,2010,227994
SANTA CATARINA,SUL,MULHERES,50-54,2010,190034
SANTA CATARINA,SUL,MULHERES,55-59,2010,154893
SANTA CATARINA,SUL,MULHERES,60-64,2010,118076
SANTA CATARINA,SUL,MULHERES,65-69,2010,85065
SANTA CATARINA,SUL,MULHERES,70-74,2010,65485
SANTA CATARINA,SUL,MULHERES,75-79,2010,46175
SANTA CATARINA,SUL,MULHERES,80-84,2010,30013
SANTA CATARINA,SUL,MULHERES,85-89,2010,14802
SANTA CATARINA,SUL,MULHERES,90+,2010,6866
RIO GRANDE DO SUL,SUL,HOMENS,0-4,2010,349337
RIO GRANDE DO SUL,SUL,HOMENS,5-9,2010,397419
RIO GRANDE DO SUL,SUL,HOMENS,10-14,2010,444691
RIO GRANDE DO SUL,SUL,HOMENS,15-19,2010,448518
RIO GRANDE DO SUL,SUL,HOMENS,20-24,2010,443785
RIO GRANDE DO SUL,SUL,HOMENS,25-29,2010,451658
RIO GRANDE DO SUL,SUL,HOMENS,30-34,2010,40439
RIO GRANDE DO SUL,SUL,HOMENS,35-39,2010,3711
RIO GRANDE DO SUL,SUL,HOMENS,40-44,2010,374187
RIO GRANDE DO SUL,SUL,HOMENS,45-49,2010,377955
RIO GRANDE DO SUL,SUL,HOMENS,50-54,2010,337186
RIO GRANDE DO SUL,SUL,HOMENS,55-59,2010,281179
RIO GRANDE DO SUL,SUL,HOMENS,60-64,2010,220076
RIO GRANDE DO SUL,SUL,HOMENS,65-69,2010,157991
RIO GRANDE DO SUL,SUL,HOMENS,70-74,2010,114454
RIO GRANDE DO SUL,SUL,HOMENS,75-79,2010,74947
RIO GRANDE DO SUL,SUL,HOMENS,80-84,2010,43187
RIO GRANDE DO SUL,SUL,HOMENS,85-89,2010,17975
RIO GRANDE DO SUL,SUL,HOMENS,90+,2010,7509
RIO GRANDE DO SUL,SUL,MULHERES,0-4,2010,333383
RIO GRANDE DO SUL,SUL,MULHERES,5-9,2010,37958
RIO GRANDE DO SUL,SUL,MULHERES,10-14,2010,429001
RIO GRANDE DO SUL,SUL,MULHERES,15-19,2010,439319
RIO GRANDE DO SUL,SUL,MULHERES,20-24,2010,439154
RIO GRANDE DO SUL,SUL,MULHERES,25-29,2010,454694
RIO GRANDE DO SUL,SUL,MULHERES,30-34,2010,41507
RIO GRANDE DO SUL,SUL,MULHERES,35-39,2010,384315
RIO GRANDE DO SUL,SUL,MULHERES,40-44,2010,396685
RIO GRANDE DO SUL,SUL,MULHERES,45-49,2010,405357
RIO GRANDE DO SUL,SUL,MULHERES,50-54,2010,36566
RIO GRANDE DO SUL,SUL,MULHERES,55-59,2010,311407
RIO GRANDE DO SUL,SUL,MULHERES,60-64,2010,251333
RIO GRANDE DO SUL,SUL,MULHERES,65-69,2010,190335
RIO GRANDE DO SUL,SUL,MULHERES,70-74,2010,151212
RIO GRANDE DO SUL,SUL,MULHERES,75-79,2010,114726
RIO GRANDE DO SUL,SUL,MULHERES,80-84,2010,77531
RIO GRANDE DO SUL,SUL,MULHERES,85-89,2010,3878
RIO GRANDE DO SUL,SUL,MULHERES,90+,2010,19709
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,0-4,2010,102995
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,5-9,2010,105756
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,10-14,2010,114434
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,15-19,2010,115595
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,20-24,2010,112712
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,25-29,2010,109509
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,30-34,2010,100483
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,35-39,2010,90566
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,40-44,2010,83946
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,45-49,2010,76522
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,50-54,2010,63205
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,55-59,2010,50569
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,60-64,2010,38069
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,65-69,2010,28781
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,70-74,2010,2194
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,75-79,2010,14153
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,80-84,2010,8245
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,85-89,2010,3841
MATO GROSSO DO SUL,CENTRO-OESTE,HOMENS,90+,2010,2052
MATO GROSSO DO SUL,CENTRO-OESTE,MULHERES,0-4,2010,98402
MATO GROSSO DO SUL,CENTRO-OESTE,MULHERES,5-9,2010,101143
MATO GROSSO DO SUL,CENTRO-OESTE,MULHERES,10-14,2010,110571
